function	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K02065	111.5983	0.0000	15.9560	0.0000	601.4898	15.6984	0.0000	28.7348	0.0000	0.0000	288.2933	649.0446	79.1923	386.7402	243.1435	mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
K02066	144.8251	69.8538	84.2136	0.0000	1020.5703	0.0000	128.4527	34.3924	16.6064	16.3800	308.1905	749.7801	50.1431	399.4110	207.2837	mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein
K02067	97.6591	29.9455	72.5168	16.8620	1059.3838	29.0938	36.8138	5.1711	0.0000	9.8456	33.9646	795.2312	36.1411	179.6702	252.7455	mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
K02071	403.4839	300.4397	42.8688	0.0000	433.2163	0.0000	107.0755	145.6887	162.3436	215.7521	12.8978	280.6899	137.1099	160.8115	443.3527	metN; D-methionine transport system ATP-binding protein
K02072	488.1898	310.2801	88.7950	17.8474	497.0431	0.0000	178.2915	370.2945	443.8805	323.4782	453.5691	299.7456	437.2249	102.0313	523.3132	metI; D-methionine transport system permease protein
K02073	451.5186	280.0612	59.0146	46.3311	862.6962	40.9382	149.0166	362.5265	387.3645	609.1767	770.8077	305.3652	526.5060	671.2832	640.0831	metQ; D-methionine transport system substrate-binding protein
K02078	701.7234	397.5348	29.7167	0.0000	659.4931	0.0000	62.2183	645.6890	532.6816	321.4165	287.5036	565.5553	678.2300	0.0000	424.7098	acpP; acyl carrier protein
K02079	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.3685	0.0000	0.0000	140.5971	5.8028	101.4060	0.0000	0.1170	agaA; N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.25]
K02082	62.8463	21.9690	20.6394	0.0000	6.5250	0.0000	90.5594	193.7596	27.6703	26.8055	531.6916	25.5406	185.9956	17.0081	61.9160	agaS; tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]
K02083	0.0000	0.0000	0.0000	0.0000	0.0000	9.6586	0.0000	85.8306	0.0000	0.0000	337.0264	3.2770	90.4480	7.9315	85.0048	allC; allantoate deiminase [EC:3.5.3.9]
K02084	0.0000	0.0000	90.9374	103.3270	55.2910	223.6725	339.6280	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	110.2064	0.0000	APAF1; apoptotic protease-activating factor
K02085	2.5385	46.1655	7.0072	8.1538	7.2377	9.6351	47.9261	0.3986	20.1949	74.8369	0.0000	0.0000	0.0000	11.7319	0.0250	APC; adenomatosis polyposis coli protein
K02106	12.7457	52.1549	8.7516	0.0000	10.6421	0.0000	0.0000	85.8102	0.0000	21.2123	251.8483	59.4726	98.7381	0.0000	102.8425	atoE; short-chain fatty acids transporter
K02108	537.6794	92.8047	70.1456	0.0000	856.9303	14.7088	417.6924	752.1094	376.2185	3671.7961	179.1168	1153.7151	587.8163	515.0143	307.2555	ATPF0A, atpB; F-type H+-transporting ATPase subunit a
K02109	533.7401	253.0304	0.0000	0.0000	1269.3194	27.2297	128.1433	240.3247	258.7627	147.9262	31.7481	507.7732	185.0518	164.4854	471.2775	ATPF0B, atpF; F-type H+-transporting ATPase subunit b
K02110	785.5865	447.4421	135.5774	0.0000	1041.7750	0.0000	301.8544	107.8670	338.8908	299.6171	33.0510	376.8876	656.8166	603.4121	336.4384	ATPF0C, atpE; F-type H+-transporting ATPase subunit c
K02111	468.4020	225.1845	209.3619	0.0000	105.0476	15.8447	476.6253	576.5713	88.4079	1359.7669	505.2244	699.8092	620.6534	109.9019	312.1282	ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]
K02112	689.7229	185.6700	206.2749	0.0000	737.7956	16.6992	453.7906	786.4564	211.6090	1559.4484	476.5979	699.3057	805.5725	550.3410	234.2709	ATPF1B, atpD; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]
K02113	602.0324	272.9285	199.1239	0.0000	575.2407	139.5764	386.5630	627.9646	445.8827	1781.9393	183.6603	795.2922	783.0087	162.0623	494.2383	ATPF1D, atpH; F-type H+-transporting ATPase subunit delta
K02114	656.3758	592.1181	147.1396	0.0000	772.0245	0.0000	419.3359	922.7457	150.7798	1123.3833	380.5850	647.2553	853.1075	265.8385	411.7279	ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon
K02115	485.8860	210.7007	80.7209	0.0000	680.4163	13.2362	315.2304	548.4123	229.0877	1729.4009	104.3089	645.6711	488.5669	521.9296	340.7469	ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma
K02117	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	25.4482	543.4618	0.0000	0.0000	171.9625	3.9889	366.1055	16.5154	17.7247	ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:3.6.3.14 3.6.3.15]
K02118	0.0000	0.0000	0.0000	0.0000	5.3211	0.0000	10.8950	160.7919	0.0000	0.0000	139.4369	1.8297	208.1661	0.0000	8.2772	ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B
K02119	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5133	0.0000	0.0000	0.0000	6.5992	ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C
K02120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	32.8411	0.0000	0.0000	95.7502	1.5706	68.3196	0.0000	19.3915	ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D
K02121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	404.5412	0.0000	0.0000	89.6668	3.3942	227.1443	0.0000	7.2514	ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E
K02122	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	301.3908	0.0000	0.0000	38.9042	0.0000	181.9124	0.0000	14.5068	ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F
K02123	0.0000	0.0000	12.4112	0.0000	0.0000	0.0000	0.0000	72.7540	0.0000	0.0000	187.5877	6.4924	111.2006	0.0000	7.8916	ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I
K02124	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.1206	1.0238	0.0000	0.0000	11.8358	ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K
K02126	0.0000	0.0000	0.0000	20.2095	10.8143	0.0000	0.0000	0.0000	0.0000	0.0000	83.1243	0.0000	0.0000	0.0000	0.0000	ATPeF0A, MTATP6, ATP6; F-type H+-transporting ATPase subunit a
K02132	0.0000	0.0000	1782.6296	683.2683	181.0638	1678.0725	1263.3908	0.0000	166.3558	0.0000	0.0000	0.0000	0.0000	332.3586	0.0000	ATPeF1A, ATP5A1, ATP1; F-type H+-transporting ATPase subunit alpha
K02133	14.1630	0.0000	1691.9070	1478.2916	88.5446	1406.1204	549.1345	0.0000	290.8883	0.0000	0.0000	0.0000	0.0000	584.9010	0.0000	ATPeF1B, ATP5B, ATP2; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]
K02147	0.0000	747.9510	0.0000	0.0000	112.2702	0.0000	114.9377	0.0000	47.4950	0.0000	3.9226	0.0000	0.0000	0.0000	0.0000	ATPeV1B, ATP6B; V-type H+-transporting ATPase subunit B
K02155	20.8822	227.8641	0.0000	0.0000	376.2357	55.3459	70.0318	19.6741	263.6375	0.0000	0.0000	0.0000	0.0000	90.8989	0.6163	ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit
K02160	71.2148	0.0000	52.8152	0.0000	818.8616	52.3072	260.6887	363.4302	0.0000	38.1941	182.2313	460.5673	394.9539	403.9396	118.6951	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein
K02169	53.9116	0.0000	0.0000	19.8591	690.7375	0.0000	21.7584	70.7611	8.2409	33.7087	98.4609	309.8513	147.5854	324.7798	63.9253	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]
K02170	10.7795	0.0000	0.0000	0.0000	0.0000	0.0000	115.9705	5.0780	0.0000	5.5451	206.2468	37.9409	188.9510	0.0000	55.2783	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]
K02188	15.7671	0.0000	11.0252	0.0000	0.0000	0.0000	13.7255	206.3963	0.0000	3.7487	141.1459	4.5659	141.1775	34.7745	16.3952	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]
K02189	4.1494	0.0000	24.1295	0.0000	0.0000	0.0000	43.0737	256.0104	0.0000	0.0000	136.6838	7.2814	88.1041	9.0814	41.9895	cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]
K02190	64.1623	0.0000	0.0000	0.0000	17.4672	0.0000	16.4197	788.5762	0.0000	0.0000	136.0199	0.6006	320.2517	0.0000	32.7400	cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]
K02191	7.8491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	95.1469	0.0000	0.0000	43.5338	0.0000	22.8293	0.0000	7.6305	cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]
K02193	56.0372	0.0000	0.0000	0.0000	23.7216	0.0000	91.8100	6.6082	0.0000	6.9201	174.6390	169.7432	36.8144	14.8958	216.8549	ccmA; heme exporter protein A [EC:3.6.3.41]
K02194	26.7462	0.0000	18.1875	0.0000	0.0000	0.0000	0.0000	0.0000	9.3986	6.5087	278.6640	161.6188	45.4937	0.0000	206.3130	ccmB; heme exporter protein B
K02195	35.5853	0.0000	0.0000	0.0000	19.2903	0.0000	0.0000	13.6466	0.0000	5.5886	264.2507	173.8029	59.2108	0.0000	157.2517	ccmC; heme exporter protein C
K02196	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	78.6075	71.2865	16.1935	0.0000	109.8937	ccmD; heme exporter protein D
K02203	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.6558	0.0000	0.0000	5.1542	thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]
K02204	23.4968	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.1843	227.9217	0.0000	0.0000	141.4198	thrB2; homoserine kinase type II [EC:2.7.1.39]
K02224	105.7735	107.2812	18.5501	0.0000	0.0000	0.0000	0.0000	125.2723	0.0000	152.5384	22.3802	170.4722	42.6915	7.3582	76.1035	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]
K02225	4.7111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	83.3159	3.3213	0.0000	19.5353	cobC1, cobC; cobalamin biosynthetic protein CobC
K02226	22.2629	0.0000	37.5611	0.0000	0.0000	0.0000	0.0000	228.9511	20.5681	14.9291	551.6033	294.3533	207.6107	0.0000	62.4936	cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]
K02227	102.4435	131.4988	0.0000	0.0000	15.2921	12.1795	0.0000	413.2934	12.6600	139.8147	194.5510	500.3228	365.7025	10.3185	84.2219	cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
K02228	23.2534	32.5737	0.0000	0.0000	0.0000	0.0000	0.0000	2.8351	14.6742	232.9894	0.0000	88.4810	8.1902	0.0000	33.9395	cobF; precorrin-6A synthase [EC:2.1.1.152]
K02229	118.6512	20.5326	0.0000	0.0000	6.1640	0.0000	0.0000	8.8641	0.0000	100.2115	0.0000	58.3118	20.7635	0.0000	32.5350	cobG; precorrin-3B synthase [EC:1.14.13.83]
K02230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8484	cobN; cobaltochelatase CobN [EC:6.6.1.2]
K02231	30.0810	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	125.0390	0.0000	46.5819	273.1289	225.0760	137.4904	0.0000	73.2288	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
K02232	60.4064	0.0000	16.2345	0.0000	5.0265	0.0000	10.5514	270.7604	0.0000	8.4944	86.3751	267.9602	75.0098	6.5581	78.8406	cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]
K02233	144.2661	28.7842	16.0833	0.0000	0.0000	0.0000	79.7713	567.1086	63.8093	103.8846	419.8324	298.5827	449.1413	25.8851	152.5505	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
K02258	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	269.7234	39.7354	0.0000	182.5041	COX11, ctaG; cytochrome c oxidase assembly protein subunit 11
K02259	429.9748	186.0593	0.0000	0.0000	6.8343	0.0000	15.9500	28.6041	166.3091	294.1370	4.8926	238.5195	72.8140	8.7403	379.2577	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15
K02274	455.9527	403.8740	7.0400	0.0000	34.3663	14.2545	26.8010	39.8284	153.4164	312.1767	5.5077	256.0965	95.9941	11.5164	482.3832	coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]
K02275	387.1983	134.0218	0.0000	0.0000	0.0000	0.0000	0.0000	100.0848	104.1860	244.0255	3.7392	351.4068	140.8033	0.0000	347.0869	coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]
K02276	442.0079	97.5023	13.6818	0.0000	21.0708	0.0000	0.0000	40.3901	287.2799	155.9021	0.7362	335.1162	43.2178	0.0000	359.5731	coxC, ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]
K02291	17.9450	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	357.7274	3.9631	11.6468	139.4636	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]
K02294	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.9649	0.0000	0.0000	0.0000	crtR; beta-carotene hydroxylase [EC:1.14.13.-]
K02297	4.7410	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	99.8418	94.9821	23.9538	0.0000	175.5402	cyoA; cytochrome o ubiquinol oxidase subunit II [EC:1.10.3.10]
K02298	20.1669	0.0000	6.0564	0.0000	0.0000	0.0000	7.5171	1.0559	3.1344	0.0000	0.2589	15.6815	22.0224	0.0000	153.1096	cyoB; cytochrome o ubiquinol oxidase subunit I [EC:1.10.3.10]
K02299	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	267.8095	86.6901	27.2747	0.0000	143.0659	cyoC; cytochrome o ubiquinol oxidase subunit III
K02300	13.6464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	276.4533	93.8267	89.8857	0.0000	201.9338	cyoD; cytochrome o ubiquinol oxidase subunit IV
K02302	17.3570	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5404	4.5316	0.0000	480.1761	38.6963	96.1351	0.0000	161.4448	cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]
K02303	170.9250	162.8683	0.0000	0.0000	8.2348	0.0000	0.0000	8.6900	20.9021	79.2358	1.3507	404.9059	22.1900	0.0000	43.5971	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
K02304	10.4899	0.0000	18.2699	0.0000	0.0000	0.0000	22.7445	78.4808	0.0000	0.0000	135.6564	6.8289	34.9273	0.0000	17.3156	MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]
K02305	40.0962	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	203.4482	0.0000	0.0000	21.4721	norC; nitric oxide reductase subunit C
K02313	572.8841	267.6645	95.7797	18.9968	805.9219	0.0000	116.2034	434.7036	292.3073	568.6199	484.7997	607.9444	582.6004	343.1294	563.8900	dnaA; chromosomal replication initiator protein
K02314	699.8900	460.5302	133.6512	9.5700	169.6699	60.7416	265.4091	1013.4202	327.3820	778.6718	828.7797	390.0003	1047.9987	194.2574	624.1603	dnaB; replicative DNA helicase [EC:3.6.4.12]
K02316	316.6900	191.6559	176.7453	8.5198	1042.1969	27.6814	198.8412	493.0871	161.2692	377.6170	542.4537	317.7051	923.9699	398.0078	415.0869	dnaG; DNA primase [EC:2.7.7.-]
K02317	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.9216	336.5351	3.7532	100.4660	0.0000	0.0000	dnaT; DNA replication protein DnaT
K02319	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.7864	pol; DNA polymerase, archaea type [EC:2.7.7.7]
K02335	467.6683	171.7715	68.5545	5.0917	600.3170	0.0000	66.6260	419.8927	138.7921	516.4825	277.5244	315.3541	527.8349	347.9779	530.8680	polA; DNA polymerase I [EC:2.7.7.7]
K02337	151.0206	94.5768	209.2719	11.5291	823.4221	23.3708	115.5933	393.3089	65.8549	175.5868	433.0920	183.3297	599.9160	453.8044	251.4065	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]
K02338	549.8661	456.8999	193.2944	0.0000	207.9827	42.0951	134.3112	602.0966	241.5870	604.7648	419.9607	562.4725	944.2417	70.0873	554.5924	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]
K02339	9.9993	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0448	57.0565	313.1955	271.1703	60.6863	0.0000	162.5787	holC; DNA polymerase III subunit chi [EC:2.7.7.7]
K02340	355.8864	471.0054	159.4633	0.0000	88.2087	72.5212	59.4977	584.6235	394.8972	1390.8127	464.0014	758.1464	936.9738	49.5519	493.8693	holA; DNA polymerase III subunit delta [EC:2.7.7.7]
K02341	326.4357	243.7441	0.0000	0.0000	363.3003	0.0000	63.4632	39.2389	129.0667	341.7199	205.7441	379.8633	120.3359	245.3612	430.5956	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
K02342	1111.3678	1475.4393	16.7054	9.4907	420.5154	35.0319	325.2441	472.5446	776.0588	1678.2177	395.5724	1220.8469	476.2268	255.3942	1108.2376	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
K02343	134.9377	152.0380	227.3960	0.0000	743.1207	6.7958	185.5306	1468.0820	95.7340	1446.6464	217.4704	569.1293	746.7023	456.2639	375.5658	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
K02344	0.0000	0.0000	0.0000	0.0000	17.8056	0.0000	0.0000	20.4840	0.0000	0.0000	133.1307	8.5719	32.7792	0.0000	0.0000	holD; DNA polymerase III subunit psi [EC:2.7.7.7]
K02345	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.1955	0.0000	0.0000	216.7147	6.5966	88.2900	0.0000	0.0000	holE; DNA polymerase III subunit theta [EC:2.7.7.7]
K02358	856.1249	411.4810	70.9926	0.0000	975.5021	19.9239	256.4434	668.8513	563.3640	1792.6853	779.7465	627.3051	831.6122	302.0569	302.8934	tuf, TUFM; elongation factor Tu
K02361	373.8617	258.7125	0.0000	0.0000	31.7543	0.0000	13.0137	33.5883	241.9011	558.5827	339.8595	117.8015	143.5199	0.0000	130.7453	entC; isochorismate synthase [EC:5.4.4.2]
K02362	5.6976	0.0000	0.0000	0.0000	11.8608	0.0000	0.0000	13.6450	0.0000	10.8369	194.5284	22.6370	107.4052	0.0000	22.6272	entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]
K02363	0.0000	60.8581	0.0000	0.0000	0.0000	0.0000	0.0000	2.6273	0.0000	2.6520	301.6132	32.6322	84.0857	0.0000	33.7598	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]
K02364	32.2130	32.9534	0.0000	0.0000	0.0000	0.0000	0.0000	1.8968	22.3205	110.0939	0.0000	10.3189	4.5531	0.0000	5.0506	entF; enterobactin synthetase component F [EC:6.3.2.14]
K02371	9.6656	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	161.3023	0.0000	0.0000	8.1136	52.9102	46.6436	0.0000	28.9196	fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
K02372	79.2362	0.0000	137.6671	0.0000	511.4219	0.0000	101.0247	281.0646	0.0000	28.8658	107.9727	335.6799	76.2895	59.7045	154.8461	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K02377	101.4635	0.0000	0.0000	52.2528	747.9522	33.9336	57.2503	14.3675	0.0000	0.0000	288.3877	94.4680	84.1728	362.2565	13.1212	TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]
K02386	73.8683	0.0000	52.2072	0.0000	504.1283	0.0000	64.9936	15.7598	0.0000	10.5686	252.0709	153.2931	126.7238	274.3025	67.3016	flgA; flagella basal body P-ring formation protein FlgA
K02387	84.4316	0.0000	0.0000	0.0000	528.9203	0.0000	0.0000	32.4382	0.0000	32.9285	165.2875	344.9897	98.6371	272.0641	89.8231	flgB; flagellar basal-body rod protein FlgB
K02388	94.1100	183.2573	0.0000	0.0000	450.4543	0.0000	66.1591	8.5626	43.6265	42.5908	225.3352	298.9506	82.0655	336.2709	52.1734	flgC; flagellar basal-body rod protein FlgC
K02389	49.3701	0.0000	0.0000	0.0000	978.2823	0.0000	16.9750	124.2668	46.5661	0.0000	535.7467	321.2968	178.6818	264.3960	72.6163	flgD; flagellar basal-body rod modification protein FlgD
K02390	30.7538	0.0000	22.3542	0.0000	1194.4773	32.8864	90.5389	41.5814	0.0000	15.8962	555.3006	312.0623	133.3754	316.4860	55.1843	flgE; flagellar hook protein FlgE
K02391	49.4297	0.0000	0.0000	0.0000	0.0000	0.0000	41.5361	0.0000	0.0000	5.6553	442.6025	305.0754	64.5680	0.0000	56.4532	flgF; flagellar basal-body rod protein FlgF
K02392	28.6186	0.0000	0.0000	0.0000	1160.7129	15.1584	37.3142	43.1838	7.9563	0.0000	342.1905	244.5968	70.5912	71.4794	34.6844	flgG; flagellar basal-body rod protein FlgG
K02393	25.1534	0.0000	68.7198	0.0000	647.6268	0.0000	0.0000	24.0337	8.5819	0.0000	354.6324	366.7304	82.7879	194.3223	53.2318	flgH; flagellar L-ring protein precursor FlgH
K02394	42.0288	0.0000	0.0000	0.0000	625.6971	56.8804	97.3821	2.0220	10.8964	3.8191	563.6648	251.7060	98.4600	93.4191	38.7388	flgI; flagellar P-ring protein precursor FlgI
K02395	4.5954	81.9244	0.0000	0.0000	0.0000	0.0000	30.5413	8.8250	0.0000	8.6607	411.4927	119.8114	68.1089	0.0000	48.6933	flgJ; flagellar protein FlgJ
K02396	37.9742	14.4857	13.3348	0.0000	1045.6811	13.1195	95.1612	69.0923	3.4242	2.9426	543.6965	331.7596	114.2045	317.8117	61.9155	flgK; flagellar hook-associated protein 1 FlgK
K02397	61.2519	0.0000	37.8006	0.0000	766.3036	0.0000	65.3347	5.8125	0.0000	8.3802	611.4757	342.4913	240.4156	268.7773	75.1842	flgL; flagellar hook-associated protein 3 FlgL
K02398	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	362.0182	165.2720	36.2656	0.0000	43.1257	flgM; negative regulator of flagellin synthesis FlgM
K02399	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	212.3804	8.3737	56.7218	0.0000	12.1789	flgN; flagella synthesis protein FlgN
K02400	23.4810	0.0000	33.6358	6.2523	719.3108	0.0000	140.6367	31.8627	0.0000	0.0000	28.8537	220.9398	37.3055	346.9606	43.9169	flhA; flagellar biosynthesis protein FlhA
K02401	19.7398	0.0000	0.0000	0.0000	308.7310	0.0000	149.4098	9.5570	0.0000	3.6713	437.8923	275.2309	108.5678	62.5242	58.9233	flhB; flagellar biosynthetic protein FlhB
K02402	8.3296	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	163.7890	0.0000	0.0000	0.0000	flhC; flagellar transcriptional activator FlhC
K02403	13.6464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.9114	0.0000	0.0000	167.5552	20.5742	0.0000	4.8330	flhD; flagellar transcriptional activator FlhD
K02405	22.7240	0.0000	17.2535	19.6041	555.9857	10.6435	63.1878	113.6569	8.5465	0.0000	435.2219	223.5935	29.4177	83.6374	55.7455	fliA; RNA polymerase sigma factor for flagellar operon FliA
K02406	96.9838	0.0000	15.7280	0.0000	1979.1191	27.9095	159.7432	91.9522	6.4676	9.0174	397.2838	458.6545	332.8252	389.5333	89.8747	fliC; flagellin
K02407	12.6850	12.0311	29.7372	13.5394	922.3846	0.0000	61.9775	56.5540	0.0000	5.2474	605.5221	205.0145	191.0193	321.6327	52.8656	fliD; flagellar hook-associated protein 2
K02408	16.1499	0.0000	0.0000	0.0000	260.0986	0.0000	48.4143	128.5048	39.8207	0.0000	421.1362	348.2580	268.6819	125.6802	81.5020	fliE; flagellar hook-basal body complex protein FliE
K02409	16.1401	13.6846	20.2704	0.0000	711.1884	0.0000	76.5021	84.5428	18.8057	0.0000	522.0888	309.3264	123.4161	322.0819	63.3267	fliF; flagellar M-ring protein FliF
K02410	48.6192	0.0000	0.0000	0.0000	677.5959	0.0000	58.4164	56.2920	18.7593	4.1778	564.0415	299.0306	130.9424	274.8569	82.1362	fliG; flagellar motor switch protein FliG
