species	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	taxonomy
s_JAAYAO01 sp012719335	3	0	0	0	0	0	0	4	0	100	0	0	5	0	16	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_JAAYAO01;s_JAAYAO01 sp012719335
s_Clostridium AR sp017312485	0	0	0	0	0	0	0	4	0	0	121	0	2	0	1	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AR;s_Clostridium AR sp017312485
s_Enterococcus termitis	0	0	0	0	0	0	2	0	0	5	0	121	0	0	0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus termitis
s_Pseudomonas E sp000612585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E sp000612585
s_Corynebacterium testudinoris	4	3	0	0	0	0	0	0	2	10	2	7	3	1	95	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium testudinoris
s_Pseudomonas D sabulinigri A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas D;s_Pseudomonas D sabulinigri A
s_Ensifer adhaerens E	0	0	0	0	0	0	0	0	0	0	0	20	0	0	107	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Ensifer;s_Ensifer adhaerens E
s_Agrobacterium fabrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Agrobacterium;s_Agrobacterium fabrum
s_Unclassified_c_Dehalococcoidia	0	0	15	20	2	32	9	0	14	0	2	0	0	33	0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Unclassified_c_Dehalococcoidia;f_Unclassified_c_Dehalococcoidia;g_Unclassified_c_Dehalococcoidia;s_Unclassified_c_Dehalococcoidia
s_Comamonas sp002754475	0	0	0	0	0	2	0	0	0	0	0	114	8	0	3	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas;s_Comamonas sp002754475
s_Lysobacter prati	1	0	0	0	0	0	0	0	0	0	0	123	3	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Lysobacter;s_Lysobacter prati
s_CFX2 sp016124855	0	0	27	14	4	28	6	0	24	0	0	0	0	24	0	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_A4b;g_CFX2;s_CFX2 sp016124855
s_Corynebacterium terpenotabidum	12	2	0	0	0	0	2	0	4	30	0	25	3	0	48	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium terpenotabidum
s_Gleimia europaea B	1	0	0	0	0	0	0	0	0	8	2	18	2	0	95	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Gleimia;s_Gleimia europaea B
s_Flavobacterium sp018335925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium sp018335925
s_Undibacterium sp018139685	12	0	14	20	8	35	15	0	6	0	0	0	0	16	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Undibacterium;s_Undibacterium sp018139685
s_Agrobacterium fabacearum	0	0	0	0	0	0	0	0	0	0	0	31	1	0	94	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Agrobacterium;s_Agrobacterium fabacearum
s_Clostridium disporicum	0	0	0	0	0	0	0	1	0	0	111	0	0	0	14	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium disporicum
s_Trueperella bialowiezensis	1	2	0	0	0	0	0	0	1	4	0	3	15	0	100	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Trueperella;s_Trueperella bialowiezensis
s_JAFGDP01 sp016926315	1	0	29	15	5	18	16	0	9	0	0	1	0	32	0	d_Bacteria;p_Fibrobacterota;c_Chitinivibrionia;o_Chitinivibrionales;f_Chitinispirillaceae;g_JAFGDP01;s_JAFGDP01 sp016926315
s_Aeromicrobium sp013283745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae;g_Aeromicrobium;s_Aeromicrobium sp013283745
s_Campylobacter D sp004378855	0	0	1	1	23	0	0	2	0	0	3	0	0	89	7	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter D;s_Campylobacter D sp004378855
s_Enterobacter kobei	0	0	0	0	0	0	0	0	0	0	114	0	12	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter kobei
s_CAG-267 sp904501925	3	0	18	10	1	23	4	0	25	0	19	0	0	23	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_RF32;f_CAG-239;g_CAG-267;s_CAG-267 sp904501925
s_Sphingobium A sp003590775	2	1	0	0	0	0	0	3	0	0	0	113	0	0	7	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingobium A;s_Sphingobium A sp003590775
s_Sphingopyxis panaciterrulae	1	0	0	0	0	0	0	0	0	0	0	116	1	0	8	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis;s_Sphingopyxis panaciterrulae
s_Microbacterium testaceum A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Microbacterium;s_Microbacterium testaceum A
s_Xanthomonas A sacchari B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Xanthomonas A;s_Xanthomonas A sacchari B
s_Corynebacterium sp007904105	4	2	0	0	0	0	0	0	1	6	0	1	10	0	101	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sp007904105
s_Dietzia cinnamea	26	0	0	0	0	0	0	11	1	41	7	2	1	0	36	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Dietzia;s_Dietzia cinnamea
s_Erwinia pyrifoliae	0	0	0	0	0	0	0	0	0	0	121	0	4	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Erwinia;s_Erwinia pyrifoliae
s_Unclassified_g_Cupriavidus	0	0	0	0	0	0	0	0	0	0	0	124	0	0	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Cupriavidus;s_Unclassified_g_Cupriavidus
s_Gemmobacter B sp003060865	1	0	0	0	0	0	0	0	0	0	0	118	0	0	6	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Gemmobacter B;s_Gemmobacter B sp003060865
s_QY30 sp002440945	2	0	0	0	0	0	0	0	0	0	0	119	1	0	3	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_QY30;s_QY30 sp002440945
s_Ottowia beijingensis	8	3	0	0	0	0	0	1	0	7	0	0	0	0	106	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ottowia;s_Ottowia beijingensis
s_Bartonella tamiae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	123	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Bartonella;s_Bartonella tamiae
s_Thermomonas sp017302075	1	0	0	0	0	0	0	0	0	0	0	74	1	0	48	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Thermomonas;s_Thermomonas sp017302075
s_CAITVN01 sp903895855	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	d_Bacteria;p_Bdellovibrionota;c_Bdellovibrionia A;o_UBA1018;f_UBA1018;g_CAITVN01;s_CAITVN01 sp903895855
s_Sphingomonas B sp009913435	0	0	0	0	0	0	0	0	0	0	0	119	0	0	5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas B;s_Sphingomonas B sp009913435
s_Chitinophaga sp900110995	0	0	25	19	4	31	15	0	0	0	0	1	0	29	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga sp900110995
s_Peptostreptococcus porci	38	0	0	0	0	0	0	3	0	0	29	0	0	1	52	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Peptostreptococcaceae;g_Peptostreptococcus;s_Peptostreptococcus porci
s_Cutibacterium acnes	1	1	0	0	0	0	0	0	0	5	2	6	4	0	104	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes
s_HGM08974 sp900766555	0	0	0	0	45	0	3	3	0	0	1	34	0	27	10	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_HGM08974;s_HGM08974 sp900766555
s_Arachnia sp900607225	1	0	0	0	1	0	0	1	0	1	0	1	0	0	118	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Arachnia;s_Arachnia sp900607225
s_Psychrobacter urativorans C	2	0	0	0	0	0	1	7	0	0	5	5	3	0	100	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter;s_Psychrobacter urativorans C
s_Variovorax sp013376015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Variovorax;s_Variovorax sp013376015
s_Fusobacterium B sp900542625	0	0	0	0	0	0	0	1	0	0	112	9	1	0	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium B;s_Fusobacterium B sp900542625
s_Lysobacter ruishenii	0	0	0	0	0	0	0	0	0	0	0	20	0	0	103	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Lysobacter;s_Lysobacter ruishenii
s_PHOS-HE28 sp018266685	0	0	0	0	0	0	0	0	0	0	0	122	0	0	1	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_PHOS-HE28;g_PHOS-HE28;s_PHOS-HE28 sp018266685
s_Corynebacterium sp900539985	4	1	0	0	0	0	0	1	5	11	1	10	0	0	89	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Corynebacterium;s_Corynebacterium sp900539985
s_Rhizobium leguminosarum E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium;s_Rhizobium leguminosarum E
s_Unclassified_g_Glutamicibacter	12	1	0	0	0	0	0	0	3	61	2	6	11	0	26	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Glutamicibacter;s_Unclassified_g_Glutamicibacter
s_Pseudoxanthomonas suwonensis C	0	0	0	0	0	0	0	0	0	0	0	5	0	0	117	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Pseudoxanthomonas;s_Pseudoxanthomonas suwonensis C
s_Thiobacillus denitrificans F	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Thiobacillaceae;g_Thiobacillus;s_Thiobacillus denitrificans F
s_Unclassified_f_UBA6265	0	0	0	0	0	0	0	0	0	0	0	1	0	0	121	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Thermomicrobiales;f_UBA6265;g_Unclassified_f_UBA6265;s_Unclassified_f_UBA6265
s_Aliihoeflea sp012911015	0	5	0	0	0	0	0	0	0	0	9	0	0	0	107	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Aliihoeflea;s_Aliihoeflea sp012911015
s_Lactococcus A chungangensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus A;s_Lactococcus A chungangensis
s_Unclassified_g_Endozoicomonas	5	2	15	26	10	20	20	1	12	1	1	1	0	7	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Endozoicomonadaceae;g_Endozoicomonas;s_Unclassified_g_Endozoicomonas
s_Actinotalea sp017565425	1	0	0	0	0	0	0	1	0	0	0	19	0	0	100	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae;g_Actinotalea;s_Actinotalea sp017565425
s_Psychrilyobacter sp002342785	0	0	0	0	0	0	0	95	0	0	6	2	13	5	0	d_Bacteria;p_Fusobacteriota;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Psychrilyobacter;s_Psychrilyobacter sp002342785
s_Clostridium J sp002381695	0	0	0	0	0	0	0	101	0	0	8	0	7	5	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium J;s_Clostridium J sp002381695
s_Ornithinicoccus muralis	9	0	0	0	0	0	0	2	0	0	0	2	0	0	108	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinicoccus;s_Ornithinicoccus muralis
s_Extensimonas perlucida	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Extensimonas;s_Extensimonas perlucida
s_Bosea sp001562255	0	0	0	0	0	0	0	0	0	0	0	93	0	0	28	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Bosea;s_Bosea sp001562255
s_Comamonas denitrificans A	2	0	0	0	0	0	0	0	0	0	0	117	1	0	1	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Comamonas;s_Comamonas denitrificans A
s_Palsa-881 sp018241335	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Palsa-881;s_Palsa-881 sp018241335
s_Caryophanon latum	0	0	0	0	0	0	0	0	0	0	1	1	0	0	118	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Caryophanon;s_Caryophanon latum
s_Varibaculum massiliense	1	0	0	0	0	0	0	0	1	5	0	2	5	0	106	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Varibaculum;s_Varibaculum massiliense
s_Psychrobacter immobilis A	8	0	0	0	0	0	1	9	0	0	11	7	6	0	78	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter;s_Psychrobacter immobilis A
s_Unclassified_g_Ruania	3	0	0	0	0	0	0	0	1	1	0	9	2	0	104	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Beutenbergiaceae;g_Ruania;s_Unclassified_g_Ruania
s_Trichococcus palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Aerococcaceae;g_Trichococcus;s_Trichococcus palustris
s_Youngiibacter fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Youngiibacter;s_Youngiibacter fragilis
s_Bordetella A sp002261345	0	0	0	0	0	0	0	0	0	0	0	94	3	0	23	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Bordetella A;s_Bordetella A sp002261345
s_Citrobacter sp005281345	0	0	0	0	0	0	0	0	0	0	117	0	3	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Citrobacter;s_Citrobacter sp005281345
s_Massilibacteroides vaginae	0	0	0	0	0	0	0	0	0	0	0	108	2	0	10	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Massilibacteroides;s_Massilibacteroides vaginae
s_Unclassified_g_ETT8	0	0	0	0	0	0	0	0	0	0	0	112	0	0	8	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_ETT8;s_Unclassified_g_ETT8
s_Dysosmobacter sp900770295	0	0	0	0	0	0	0	0	0	0	96	4	20	0	0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Dysosmobacter;s_Dysosmobacter sp900770295
s_Ancylobacter B oerskovii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Ancylobacter B;s_Ancylobacter B oerskovii
s_Ornithinicoccus cavernae	3	0	0	0	0	0	0	1	0	0	0	8	0	0	107	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Ornithinicoccus;s_Ornithinicoccus cavernae
s_UBA3913 sp002391425	2	0	0	0	0	0	0	0	2	1	0	4	1	0	109	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_UBA3913;s_UBA3913 sp002391425
s_Propioniciclava sp012517965	3	0	0	0	0	0	0	0	0	0	0	8	0	0	108	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae;g_Propioniciclava;s_Propioniciclava sp012517965
s_Mesorhizobium F sp015500055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Mesorhizobium F;s_Mesorhizobium F sp015500055
s_Campylobacter B sp017934385	0	0	0	1	53	0	1	3	0	0	1	2	2	42	14	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter B;s_Campylobacter B sp017934385
s_PUOA01 sp003551925	6	0	0	0	0	0	0	0	0	0	0	104	0	0	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_PUOA01;s_PUOA01 sp003551925
s_Nitrosomonas sp000219585	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Nitrosomonadaceae;g_Nitrosomonas;s_Nitrosomonas sp000219585
s_Azomonas agilis	0	0	6	16	1	7	9	0	6	0	0	4	0	6	63	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Azomonas;s_Azomonas agilis
s_Brevundimonas sp016463485	0	0	0	0	0	0	0	0	0	0	0	104	0	0	14	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas sp016463485
s_JAAYNZ01 sp012524135	0	0	0	0	0	0	0	99	0	0	4	5	4	3	3	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_JAAYNZ01;g_JAAYNZ01;s_JAAYNZ01 sp012524135
s_Neorhizobium petrolearium	1	0	0	0	0	0	0	0	0	0	0	23	0	0	94	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Neorhizobium;s_Neorhizobium petrolearium
s_Unclassified_g_Polynucleobacter	0	0	0	0	0	0	0	0	0	0	0	112	0	1	5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Polynucleobacter;s_Unclassified_g_Polynucleobacter
s_Helicobacter H mustelae	1	0	0	0	99	0	0	1	0	0	1	10	0	5	1	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter H;s_Helicobacter H mustelae
s_Jannaschia rubra	0	0	0	0	0	0	0	0	0	0	0	115	0	0	3	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Jannaschia;s_Jannaschia rubra
s_Gemmobacter caeruleus	5	0	0	0	0	0	0	0	0	9	0	101	0	0	3	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Gemmobacter;s_Gemmobacter caeruleus
s_Paracoccus marinus	0	0	0	0	0	0	0	0	0	0	0	117	0	0	1	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus marinus
s_Kaistella sp000023725	1	0	0	0	0	0	0	0	0	0	0	117	0	0	0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Weeksellaceae;g_Kaistella;s_Kaistella sp000023725
s_Actinomyces oricola	3	0	0	0	0	0	0	0	2	0	0	0	0	0	112	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces oricola
s_Sphingomonas endophytica	0	0	0	0	0	0	0	0	0	0	0	1	0	0	116	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas endophytica
s_Georhizobium haloflavum	10	11	10	12	5	12	6	0	35	0	0	4	1	2	9	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Georhizobium;s_Georhizobium haloflavum
s_Intrasporangium calvum	0	0	0	0	0	0	0	0	0	0	0	0	3	0	114	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Intrasporangium;s_Intrasporangium calvum
s_Brevundimonas sp017308115	2	0	0	0	0	0	0	0	0	0	0	71	0	0	44	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas sp017308115
s_Pseudomonas E lundensis A	0	0	0	0	0	0	0	0	0	0	0	24	2	0	91	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E lundensis A
s_Brachybacterium squillarum	47	0	0	0	0	0	0	2	3	20	4	4	11	0	26	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermabacteraceae;g_Brachybacterium;s_Brachybacterium squillarum
s_Fodinicola acaciae	0	0	8	6	1	5	0	0	0	0	0	0	0	0	97	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_HKI-0501;g_Fodinicola;s_Fodinicola acaciae
s_Agromyces sp001428255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Agromyces;s_Agromyces sp001428255
s_Cellulosilyticum sp900556665	0	0	0	1	0	0	1	35	0	0	53	5	9	3	10	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Cellulosilyticaceae;g_Cellulosilyticum;s_Cellulosilyticum sp900556665
s_Brevundimonas sp013760785	0	0	0	0	0	0	0	0	0	0	0	110	0	0	7	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas sp013760785
s_Phycicoccus sp016888005	3	0	0	0	0	0	0	1	0	0	1	2	0	0	109	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Phycicoccus;s_Phycicoccus sp016888005
s_VGAZ01 sp015711775	2	6	18	8	1	17	25	0	21	4	0	0	2	12	0	d_Bacteria;p_Actinobacteriota;c_Humimicrobiia;o_Humimicrobiales;f_Humimicrobiaceae;g_VGAZ01;s_VGAZ01 sp015711775
s_Aquimonas sp002068275	0	0	0	0	0	0	0	0	0	0	0	19	0	0	97	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Aquimonas;s_Aquimonas sp002068275
s_Halosaccharopolyspora lacisalsi	1	0	0	0	0	0	0	0	0	0	0	1	0	0	114	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Pseudonocardiaceae;g_Halosaccharopolyspora;s_Halosaccharopolyspora lacisalsi
s_Thiomonas bhubaneswarensis	0	0	0	0	0	0	0	0	0	0	0	114	0	0	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Thiomonas;s_Thiomonas bhubaneswarensis
s_Ramlibacter alkalitolerans	1	0	0	0	0	0	0	0	0	0	0	113	0	0	2	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ramlibacter;s_Ramlibacter alkalitolerans
s_Phycicoccus A elongatus	20	2	0	0	0	0	0	3	0	0	0	0	0	0	90	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Dermatophilaceae;g_Phycicoccus A;s_Phycicoccus A elongatus
s_Nocardia sp013744875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Nocardia;s_Nocardia sp013744875
