KEGG_KO	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K02224	75.6142	44.6173	7.7432	0.0000	0.0000	0.0000	0.0000	113.7662	0.0000	126.1684	20.6012	150.0157	38.0832	3.6868	70.8398	cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]
K02225	3.3678	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	73.3180	2.9628	0.0000	18.1842	cobC1, cobC; cobalamin biosynthetic protein CobC
K02226	15.9150	0.0000	15.6787	0.0000	0.0000	0.0000	0.0000	207.9222	9.7574	12.3483	507.7558	259.0312	185.2007	0.0000	58.1712	cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]
K02227	73.2336	54.6892	0.0000	0.0000	9.3852	4.8674	0.0000	375.3330	6.0058	115.6443	179.0860	440.2845	326.2276	5.1701	78.3967	cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
K02228	16.6231	13.5471	0.0000	0.0000	0.0000	0.0000	0.0000	2.5747	6.9614	192.7115	0.0000	77.8633	7.3061	0.0000	31.5921	cobF; precorrin-6A synthase [EC:2.1.1.152]
K02229	84.8200	8.5393	0.0000	0.0000	3.7830	0.0000	0.0000	8.0499	0.0000	82.8875	0.0000	51.3145	18.5222	0.0000	30.2847	cobG; precorrin-3B synthase [EC:1.14.13.83]
K02230	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.4439	cobN; cobaltochelatase CobN [EC:6.6.1.2]
K02231	21.5040	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	113.5543	0.0000	38.5291	251.4176	198.0671	122.6493	0.0000	68.1639	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
K02232	43.1827	0.0000	6.7766	0.0000	3.0849	0.0000	4.2743	245.8914	0.0000	7.0260	79.5091	235.8052	66.9130	3.2860	73.3876	cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]
K02233	103.1314	11.9711	6.7135	0.0000	0.0000	0.0000	32.3151	515.0204	30.2709	85.9256	386.4596	262.7531	400.6598	12.9697	141.9994	E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
K02258	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	237.3568	35.4463	0.0000	169.8812	COX11, ctaG; cytochrome c oxidase assembly protein subunit 11
K02259	307.3756	77.3805	0.0000	0.0000	4.1944	0.0000	6.4613	25.9768	78.8966	243.2882	4.5037	209.8974	64.9543	4.3793	353.0264	COX15, ctaA; cytochrome c oxidase assembly protein subunit 15
K02274	325.9464	167.9678	2.9386	0.0000	21.0916	5.6966	10.8570	36.1702	72.7803	258.2093	5.0699	225.3652	85.6322	5.7703	449.0192	coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]
K02275	276.7960	55.7385	0.0000	0.0000	0.0000	0.0000	0.0000	90.8921	49.4255	201.8397	3.4420	309.2383	125.6046	0.0000	323.0806	coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]
K02276	315.9776	40.5504	5.7110	0.0000	12.9317	0.0000	0.0000	36.6804	136.2847	128.9506	0.6777	294.9025	38.5528	0.0000	334.7032	coxC, ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]
K02291	12.8283	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	314.8005	3.5353	5.8356	129.8176	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]
K02294	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.8092	0.0000	0.0000	0.0000	crtR; beta-carotene hydroxylase [EC:1.14.13.-]
K02297	3.3892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	91.9053	83.5844	21.3681	0.0000	163.3989	cyoA; cytochrome o ubiquinol oxidase subunit II [EC:1.10.3.10]
K02298	14.4167	0.0000	2.5281	0.0000	0.0000	0.0000	3.0452	0.9589	1.4870	0.0000	0.2383	13.7997	19.6452	0.0000	142.5198	cyoB; cytochrome o ubiquinol oxidase subunit I [EC:1.10.3.10]
K02299	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	246.5211	76.2874	24.3306	0.0000	133.1707	cyoC; cytochrome o ubiquinol oxidase subunit III
K02300	9.7554	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	254.4778	82.5676	80.1832	0.0000	187.9671	cyoD; cytochrome o ubiquinol oxidase subunit IV
K02302	12.4080	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3989	2.1498	0.0000	442.0065	34.0528	85.7580	0.0000	150.2785	cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]
K02303	122.1890	67.7356	0.0000	0.0000	5.0539	0.0000	0.0000	7.8918	9.9159	65.5380	1.2433	356.3176	19.7947	0.0000	40.5817	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
K02304	7.4989	0.0000	7.6262	0.0000	0.0000	0.0000	9.2137	71.2725	0.0000	0.0000	124.8730	6.0095	31.1572	0.0000	16.1180	MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]
K02305	28.6635	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	179.0346	0.0000	0.0000	19.9870	norC; nitric oxide reductase subunit C
K02313	409.5370	111.3194	39.9802	7.6267	494.6173	0.0000	47.0736	394.7766	138.6697	470.3200	446.2625	534.9916	519.7129	171.9249	524.8886	dnaA; chromosomal replication initiator protein
K02314	500.3296	191.5306	55.7885	3.8421	104.1313	24.2746	107.5164	920.3388	155.3091	644.0594	762.8992	343.2006	934.8748	97.3326	580.9903	dnaB; replicative DNA helicase [EC:3.6.4.12]
K02316	226.3918	79.7081	73.7768	3.4205	639.6261	11.0625	80.5499	447.7977	76.5056	312.3367	499.3336	279.5807	824.2341	199.4217	386.3774	dnaG; DNA primase [EC:2.7.7.-]
K02317	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.5521	309.7836	3.3028	89.6215	0.0000	0.0000	dnaT; DNA replication protein DnaT
K02319	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.4554	pol; DNA polymerase, archaea type [EC:2.7.7.7]
K02335	334.3215	71.4383	28.6159	2.0442	368.4317	0.0000	26.9900	381.3261	65.8426	427.1959	255.4637	277.5119	470.8590	174.3542	494.1505	polA; DNA polymerase I [EC:2.7.7.7]
K02337	107.9599	39.3337	87.3540	4.6286	505.3577	9.3398	46.8265	357.1840	31.2414	145.2324	398.6651	161.3303	535.1594	227.3785	234.0180	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]
K02338	393.0821	190.0208	80.6847	0.0000	127.6449	16.8227	54.4091	546.7948	114.6081	500.2164	386.5776	494.9763	842.3176	35.1172	516.2340	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]
K02339	7.1482	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.6628	47.1929	288.2993	238.6301	54.1356	0.0000	151.3340	holC; DNA polymerase III subunit chi [EC:2.7.7.7]
K02340	254.4121	195.8872	66.5629	0.0000	54.1362	28.9821	24.1023	530.9265	187.3381	1150.3767	427.1175	667.1695	835.8343	24.8280	459.7108	holA; DNA polymerase III subunit delta [EC:2.7.7.7]
K02341	233.3587	101.3711	0.0000	0.0000	222.9678	0.0000	25.7088	35.6349	61.2288	282.6452	189.3893	334.2801	107.3466	122.9382	400.8135	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
K02342	794.4822	613.6228	6.9731	3.8103	258.0824	14.0000	131.7554	429.1419	368.1600	1388.0968	364.1280	1074.3464	424.8216	127.9652	1031.5864	dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
K02343	96.4627	63.2313	94.9193	0.0000	456.0744	2.7158	75.1579	1333.2405	45.4159	1196.5582	200.1835	500.8342	666.1012	228.6109	349.5898	dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
K02344	0.0000	0.0000	0.0000	0.0000	10.9278	0.0000	0.0000	18.6025	0.0000	0.0000	122.5480	7.5433	29.2409	0.0000	0.0000	holD; DNA polymerase III subunit psi [EC:2.7.7.7]
K02345	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.3509	0.0000	0.0000	199.4878	5.8050	78.7597	0.0000	0.0000	holE; DNA polymerase III subunit theta [EC:2.7.7.7]
K02358	612.0170	171.1315	29.6336	0.0000	598.6936	7.9623	103.8844	607.4181	267.2582	1482.7759	717.7637	552.0290	741.8457	151.3455	281.9438	tuf, TUFM; elongation factor Tu
K02361	267.2620	107.5963	0.0000	0.0000	19.4885	0.0000	5.2718	30.5033	114.7572	462.0180	312.8438	103.6654	128.0280	0.0000	121.7023	entC; isochorismate synthase [EC:5.4.4.2]
K02362	4.0730	0.0000	0.0000	0.0000	7.2793	0.0000	0.0000	12.3917	0.0000	8.9635	179.0652	19.9206	95.8116	0.0000	21.0622	entD; enterobactin synthetase component D [EC:6.3.2.14 2.7.8.-]
K02363	0.0000	25.3104	0.0000	0.0000	0.0000	0.0000	0.0000	2.3860	0.0000	2.1935	277.6377	28.7163	75.0093	0.0000	31.4248	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]
K02364	23.0280	13.7051	0.0000	0.0000	0.0000	0.0000	0.0000	1.7226	10.5888	91.0615	0.0000	9.0807	4.0616	0.0000	4.7013	entF; enterobactin synthetase component F [EC:6.3.2.14]
K02371	6.9097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	146.4869	0.0000	0.0000	7.4686	46.5610	41.6088	0.0000	26.9194	fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
K02372	56.6435	0.0000	57.4648	0.0000	313.8743	0.0000	40.9248	255.2492	0.0000	23.8757	99.3899	295.3986	68.0546	29.9149	144.1362	fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K02377	72.5331	0.0000	0.0000	20.9782	459.0397	13.5611	23.1919	13.0478	0.0000	0.0000	265.4635	83.1320	75.0870	181.5085	12.2137	TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]
K02386	52.8061	0.0000	21.7923	0.0000	309.3980	0.0000	26.3287	14.3123	0.0000	8.7416	232.0336	134.8980	113.0449	137.4392	62.6467	flgA; flagella basal body P-ring formation protein FlgA
K02387	60.3575	0.0000	0.0000	0.0000	324.6135	0.0000	0.0000	29.4588	0.0000	27.2360	152.1486	303.5913	87.9900	136.3176	83.6105	flgB; flagellar basal-body rod protein FlgB
K02388	67.2763	76.2152	0.0000	0.0000	276.4567	0.0000	26.8009	7.7762	20.6963	35.2279	207.4231	263.0768	73.2071	168.4884	48.5648	flgC; flagellar basal-body rod protein FlgC
K02389	35.2931	0.0000	0.0000	0.0000	600.3998	0.0000	6.8765	112.8530	22.0908	0.0000	493.1597	282.7415	159.3944	132.4756	67.5938	flgD; flagellar basal-body rod modification protein FlgD
K02390	21.9849	0.0000	9.3311	0.0000	733.0849	13.1426	36.6770	37.7622	0.0000	13.1482	511.1593	274.6151	118.9785	158.5752	51.3675	flgE; flagellar hook protein FlgE
K02391	35.3358	0.0000	0.0000	0.0000	0.0000	0.0000	16.8261	0.0000	0.0000	4.6776	407.4196	268.4666	57.5983	0.0000	52.5486	flgF; flagellar basal-body rod protein FlgF
K02392	20.4586	0.0000	0.0000	0.0000	712.3627	6.0579	15.1159	39.2174	3.7745	0.0000	314.9894	215.2454	62.9714	35.8147	32.2854	flgG; flagellar basal-body rod protein FlgG
K02393	17.9814	0.0000	28.6849	0.0000	397.4671	0.0000	0.0000	21.8263	4.0712	0.0000	326.4424	322.7231	73.8516	97.3651	49.5500	flgH; flagellar L-ring protein precursor FlgH
K02394	30.0451	0.0000	0.0000	0.0000	384.0082	22.7315	39.4492	1.8362	5.1692	3.1589	518.8586	221.5015	87.8319	46.8076	36.0594	flgI; flagellar P-ring protein precursor FlgI
K02395	3.2851	34.0717	0.0000	0.0000	0.0000	0.0000	12.3722	8.0145	0.0000	7.1635	378.7828	105.4341	60.7571	0.0000	45.3254	flgJ; flagellar protein FlgJ
K02396	27.1466	6.0245	5.5662	0.0000	641.7644	5.2430	38.5495	62.7463	1.6244	2.4339	500.4776	291.9488	101.8770	159.2395	57.6331	flgK; flagellar hook-associated protein 1 FlgK
K02397	43.7871	0.0000	15.7787	0.0000	470.3024	0.0000	26.4669	5.2786	0.0000	6.9315	562.8689	301.3926	214.4645	134.6708	69.9841	flgL; flagellar hook-associated protein 3 FlgL
K02398	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	333.2410	145.4395	32.3510	0.0000	40.1429	flgM; negative regulator of flagellin synthesis FlgM
K02399	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	195.4980	7.3689	50.5991	0.0000	11.3366	flgN; flagella synthesis protein FlgN
K02400	16.7858	0.0000	14.0402	2.5101	441.4616	0.0000	56.9715	28.9362	0.0000	0.0000	26.5601	194.4272	33.2786	173.8445	40.8794	flhA; flagellar biosynthesis protein FlhA
K02401	14.1113	0.0000	0.0000	0.0000	189.4770	0.0000	60.5255	8.6792	0.0000	3.0366	403.0839	242.2034	96.8487	31.3277	54.8479	flhB; flagellar biosynthetic protein FlhB
K02402	5.9546	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	144.1344	0.0000	0.0000	0.0000	flhC; flagellar transcriptional activator FlhC
K02403	9.7554	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.9715	0.0000	0.0000	147.4488	18.3533	0.0000	4.4987	flhD; flagellar transcriptional activator FlhD
K02405	16.2447	0.0000	7.2019	7.8706	341.2244	4.2535	25.5972	103.2176	4.0544	0.0000	400.6257	196.7625	26.2423	41.9065	51.8898	fliA; RNA polymerase sigma factor for flagellar operon FliA
K02406	69.3307	0.0000	6.5652	0.0000	1214.6420	11.1537	64.7115	83.5065	3.0682	7.4585	365.7034	403.6164	296.8992	195.1755	83.6586	fliC; flagellin
K02407	9.0681	5.0036	12.4128	5.4357	566.0938	0.0000	25.1069	51.3595	0.0000	4.3403	557.3885	180.4129	170.4001	161.1539	49.2092	fliD; flagellar hook-associated protein 2
K02408	11.5451	0.0000	0.0000	0.0000	159.6300	0.0000	19.6125	116.7018	18.8908	0.0000	387.6597	306.4673	239.6797	62.9720	75.8649	fliE; flagellar hook-basal body complex protein FliE
K02409	11.5380	5.6913	8.4612	0.0000	436.4767	0.0000	30.9908	76.7776	8.9214	0.0000	480.5875	272.2075	110.0942	161.3790	58.9467	fliF; flagellar M-ring protein FliF
K02410	34.7563	0.0000	0.0000	0.0000	415.8600	0.0000	23.6643	51.1216	8.8994	3.4556	519.2053	263.1472	116.8081	137.7170	76.4553	fliG; flagellar motor switch protein FliG
K02411	12.7723	0.0000	6.2174	0.0000	72.2553	0.0000	8.0151	65.4461	16.9293	5.1481	467.7536	244.7324	100.5993	114.5633	70.8159	fliH; flagellar assembly protein FliH
K02412	60.3542	0.0000	21.5903	0.0000	257.5414	3.3895	13.3617	59.6615	4.4654	0.0000	544.1313	268.0742	214.1830	10.6830	69.8990	fliI; flagellum-specific ATP synthase [EC:3.6.3.14]
K02413	5.9879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	56.7483	0.0000	0.0000	121.7306	155.4785	31.3161	0.0000	63.0155	fliJ; flagellar FliJ protein
K02414	5.8559	0.0000	0.0000	0.0000	3.5425	0.0000	55.2671	96.0189	0.0000	2.4390	466.1112	137.8455	150.9247	0.0000	49.7002	fliK; flagellar hook-length control protein FliK
K02415	36.0531	151.2984	0.0000	0.0000	448.3820	0.0000	37.4717	3.7295	0.0000	0.0000	337.3549	279.8870	96.3345	134.5541	53.5620	fliL; flagellar FliL protein
K02416	34.2593	0.0000	0.0000	0.0000	427.7891	4.5075	17.3445	153.4783	6.4166	2.8118	454.3481	251.0776	108.7973	78.8941	52.1718	fliM; flagellar motor switch protein FliM
K02417	0.0000	0.0000	37.3999	0.0000	1063.4784	13.5869	71.1597	4.6116	0.0000	8.5511	196.4739	300.7858	72.5614	340.0268	72.8638	fliNY, fliN; flagellar motor switch protein FliN/FliY
K02418	63.3441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.0749	8.0866	0.0000	220.3071	276.0204	111.1760	0.0000	62.1129	fliOZ, fliO; flagellar protein FliO/FliZ
K02419	32.3759	0.0000	0.0000	0.0000	180.0469	0.0000	0.0000	65.4764	0.0000	14.6444	208.5093	283.3151	77.6719	162.7685	80.1267	fliP; flagellar biosynthetic protein FliP
K02420	23.7311	0.0000	0.0000	0.0000	101.8009	0.0000	0.0000	107.4287	0.0000	0.0000	148.0773	236.4958	44.1594	0.0000	47.9046	fliQ; flagellar biosynthetic protein FliQ
K02421	16.9411	0.0000	0.0000	0.0000	351.9851	6.0811	108.0455	7.3685	7.6666	0.0000	465.1250	305.0920	101.1538	244.1777	53.8025	fliR; flagellar biosynthetic protein FliR
K02422	30.0015	79.1769	0.0000	0.0000	500.4683	0.0000	125.6885	75.1068	15.1764	0.0000	519.1630	237.4669	149.1576	99.1452	56.2533	fliS; flagellar protein FliS
K02423	10.7342	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.2622	0.0000	0.0000	165.8783	133.9621	33.0863	0.0000	10.0001	fliT; flagellar protein FliT
K02424	122.6423	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.1609	80.0993	36.8259	203.1138	22.6520	28.3647	5.1054	159.8345	fliY; cystine transport system substrate-binding protein
K02425	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	132.0637	0.0000	0.0000	0.0000	0.0000	fliZ; regulator of sigma S factor FliZ
K02433	333.1345	250.6334	80.2633	12.1259	439.6635	27.1395	52.3282	181.7612	70.0476	491.0887	16.1455	784.5164	160.0658	245.3389	863.2447	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K02434	388.9054	81.6382	31.8634	3.8745	469.0261	10.0184	67.5972	221.4488	134.8827	906.0039	27.6665	523.4292	261.5482	244.0513	333.1813	gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
K02435	164.6824	240.3555	114.9603	0.0000	278.5626	9.1804	43.8811	73.5238	140.2301	280.6266	1.5064	380.4118	289.5547	330.4951	303.5212	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
K02437	307.5657	224.5781	907.6031	0.0000	215.6046	119.2797	141.9869	143.4843	276.6000	367.7795	321.1636	378.2497	263.8790	23.9791	237.8050	gcvH, GCSH; glycine cleavage system H protein
K02438	147.9576	68.9566	0.0000	0.0000	4.1552	0.0000	0.0000	27.1410	24.2290	192.3693	1.5001	77.6620	78.4571	7.5132	192.1159	glgX; glycogen debranching enzyme [EC:3.2.1.196]
K02439	0.0000	0.0000	0.0000	0.0000	140.6372	13.4715	0.0000	17.2246	0.0000	0.0000	522.3450	35.4060	92.6111	41.6097	9.3538	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]
K02446	249.3109	171.3068	25.2933	0.0000	4.5222	0.0000	72.6711	292.2549	56.1230	283.3084	513.2499	46.4186	152.4468	29.1769	143.1820	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]
K02452	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	37.5738	0.0000	0.0000	0.0000	384.9365	194.0090	24.1593	0.0000	43.0764	gspC; general secretion pathway protein C
K02453	19.0067	0.0000	0.0000	0.0000	629.1165	0.0000	46.3661	123.3295	9.6131	0.0000	746.8335	317.4103	139.2734	140.4323	34.0021	gspD; general secretion pathway protein D
K02454	33.6018	0.0000	3.6373	3.9750	232.5939	3.4261	29.1958	12.6679	5.4655	13.2706	726.3922	598.7902	164.6141	98.7681	86.6717	gspE; general secretion pathway protein E
K02455	26.2204	8.5179	0.0000	0.0000	0.0000	0.0000	0.0000	9.2726	0.0000	8.6630	716.8183	422.7982	148.8990	0.0000	84.1557	gspF; general secretion pathway protein F
K02456	21.9394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.4871	0.0000	628.8236	489.1700	89.9508	0.0000	101.2857	gspG; general secretion pathway protein G
K02457	34.6534	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.4670	15.7280	0.0000	392.2504	332.1527	108.6580	0.0000	85.7168	gspH; general secretion pathway protein H
K02458	66.4373	0.0000	0.0000	0.0000	0.0000	0.0000	41.8729	15.5314	7.8920	0.0000	551.7757	345.2966	185.4505	22.4077	78.2905	gspI; general secretion pathway protein I
K02459	14.7400	0.0000	0.0000	0.0000	0.0000	0.0000	33.7921	6.3495	0.0000	0.0000	929.7535	338.4313	271.7113	0.0000	76.4456	gspJ; general secretion pathway protein J
K02460	22.5791	0.0000	4.9110	0.0000	4.2658	0.0000	41.5334	1.9659	0.0000	0.0000	872.5330	319.9673	253.4005	0.0000	101.8001	gspK; general secretion pathway protein K
K02461	19.4707	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.1000	0.0000	3.2018	415.7129	316.0542	103.3267	0.0000	68.1197	gspL; general secretion pathway protein L
K02462	46.8535	0.0000	0.0000	0.0000	0.0000	0.0000	43.4780	0.0000	5.3569	0.0000	764.0642	367.3103	76.7109	0.0000	83.9714	gspM; general secretion pathway protein M
K02463	0.0000	0.0000	0.0000	0.0000	6.0743	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	175.8336	0.0000	0.0000	57.0118	gspN; general secretion pathway protein N
K02464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	41.2226	5.2591	0.0000	0.0000	0.0000	gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]
K02471	5.1656	0.0000	0.0000	0.0000	2.3555	0.0000	17.0663	5.3741	5.9548	0.0000	87.8902	193.6143	73.4623	0.0000	210.2065	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
K02472	81.6411	15.8067	0.0000	0.0000	10.5227	0.0000	28.9991	69.0088	13.8743	11.1514	341.8607	51.0968	85.8351	0.0000	74.6558	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]
K02473	9.3663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	27.7873	3.0902	0.0000	4.1993	wbpP; UDP-N-acetylglucosamine 4-epimerase [EC:5.1.3.7]
K02474	59.5523	8.1304	8.0583	0.0000	493.4597	0.0000	9.7358	11.8448	2.2952	2.7462	1.5055	95.1427	44.6625	171.9292	66.4251	wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]
K02488	2.3582	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	96.5842	2.2183	0.0000	13.3506	pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]
K02492	295.2372	74.6077	15.6230	8.4041	485.9102	0.0000	56.0088	168.9660	101.0250	203.9273	392.0628	265.4688	252.4203	219.9477	254.6384	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]
K02495	289.2891	260.7363	93.5948	34.5177	1169.3335	18.5575	162.7237	1436.4536	52.2191	256.8490	1517.4246	579.1633	1423.9316	373.9172	685.8202	hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]
K02496	23.5594	0.0000	0.0000	0.0000	3.7084	0.0000	5.0119	10.2448	0.0000	0.0000	30.7050	178.8827	30.9883	0.0000	61.8269	hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
K02500	418.3846	116.1464	0.0000	0.0000	5.7935	0.0000	23.3700	80.4543	87.6723	277.8933	366.9673	355.6318	416.0681	0.0000	371.9864	hisF; cyclase [EC:4.1.3.-]
K02501	365.5008	107.7356	0.0000	0.0000	48.1997	7.1510	27.3152	103.9604	199.2690	392.5293	319.5283	384.6135	314.1203	7.6741	351.4566	hisH; glutamine amidotransferase [EC:2.4.2.-]
K02502	19.8929	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	197.5918	2.6861	4.2317	114.6432	hisZ; ATP phosphoribosyltransferase regulatory subunit
K02509	81.7715	64.8881	0.0000	0.0000	0.0000	0.0000	7.7700	2.4468	26.3202	265.4324	24.1671	25.4109	72.7295	0.0000	132.4586	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]
K02510	142.6608	25.2199	0.0000	0.0000	19.9698	0.0000	0.0000	0.0000	79.9880	152.3739	1.6537	265.3636	53.8002	12.5702	376.1247	hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K02517	120.5965	52.7439	0.0000	0.0000	457.6365	10.0088	33.1297	206.1078	2.9754	69.4099	226.7077	622.4466	146.3552	128.3978	353.1539	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]
K02523	35.7573	0.0000	21.5556	0.0000	508.3283	5.2546	101.1202	6.0078	11.7552	3.4760	266.9323	281.7806	40.4161	124.4306	151.5793	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]
K02527	54.4410	0.0000	8.0681	0.0000	162.6710	0.0000	24.6079	45.0206	2.2429	28.5850	320.3828	299.7370	30.9684	143.2565	188.7432	kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]
